y_train,rf
1,0.9050545506229558
1,0.6376022434882302
1,0.7215114568567995
0,0.35498155158293343
0,0.23479638561657556
0,0.11799133296770854
0,0.16047484959900205
1,0.8437095019310173
1,0.7248615811481908
1,0.7195270658337006
0,0.37061883750652075
1,0.9084340113942551
0,0.07129406072762454
1,0.7486742608353043
0,0.19373199647842237
1,0.8035608862090756
0,0.3911998656435933
1,0.5740649006111547
0,0.1428625111296613
0,0.17140132939339423
1,0.5122782267175876
1,0.6592385415064901
1,0.5770760563305369
1,0.6448360035578082
0,0.43587871693325136
0,0.2467031384304807
0,0.11675368238279703
1,0.9009277515818015
0,0.21955466328301246
0,0.39339944640536006
1,0.7261314339842674
0,0.4220661244578844
1,0.9209528701012405
1,0.9051342250546909
1,0.8225443033585215
0,0.5082902527738348
1,0.7195127630251089
1,0.8910755909007256
1,0.8648216585771409
0,0.36806059775661504
0,0.46069165098076054
0,0.5119490499429349
1,0.7249156354795867
0,0.40376327343591867
1,0.5718771325276235
0,0.42682119435814136
1,0.7801267178243126
0,0.20753485431826063
1,0.7649787975985234
1,0.6622375504347093
0,0.07664874746980288
1,0.9389330947527526
0,0.38815512157938986
1,0.7720150338851498
1,0.9155530479866941
0,0.1366784810789776
1,0.5837290285930238
1,0.6134101751838065
1,0.8349107821465596
1,0.8390124541259142
1,0.7429261418847737
1,0.7205850773556064
1,0.35664546331500263
0,0.12236555148571282
1,0.5862196919096538
1,0.5875808844288873
1,0.8746178188132624
0,0.5010382729968206
1,0.8973716948828687
0,0.38484125314769424
1,0.7118746113262806
0,0.6298876307864579
1,0.9094125718772224
0,0.3759256945434769
1,0.776598549977266
0,0.448576807676525
1,0.869805538085865
1,0.8408497981956716
0,0.39169067099700083
1,0.9101247631793664
0,0.13293243737547875
1,0.7515827218075267
1,0.6536142159361525
1,0.781392022702883
1,0.7421069182851049
1,0.6855454827558758
0,0.3419887242928278
0,0.3437194818184217
0,0.20915747435307044
1,0.5319699215931581
1,0.4095536344769935
1,0.7496113245301631
0,0.648786652996456
0,0.12001530324378061
1,0.692812464560151
0,0.6001112432325832
1,0.4904880407969684
1,0.7412912269596729
0,0.37937140088639076
0,0.334400108925252
1,0.6126985296856051
0,0.19929611354250706
0,0.12913597290199688
0,0.12651064319588226
1,0.5383294770377947
1,0.787066470466169
1,0.925556578617561
1,0.906502454385631
1,0.49442914761488177
1,0.8354309036078171
0,0.2494269710061289
1,0.780932937773471
0,0.41274240543064766
1,0.8986983668672277
0,0.4030420965866141
0,0.3904329799658954
1,0.8385399563500203
0,0.46086646793765246
1,0.8016989210751271
0,0.3636148375034283
1,0.6756261532200415
1,0.7973785185990915
0,0.5820084276009457
1,0.6286008408072334
1,0.8094081671184795
1,0.8108350753738905
0,0.30323119051962294
0,0.28911772945586783
1,0.85927435532581
0,0.6561751453689189
0,0.46819755918537387
1,0.894058538661057
0,0.4226868132490915
1,0.6278527725921876
0,0.4004159409729051
0,0.23108982187226418
0,0.3375143373862818
1,0.8505321200937216
1,0.8640839172094271
1,0.8642430571575986
1,0.6680628806082549
1,0.4916548198219479
1,0.6005014483335145
1,0.9682018466626897
0,0.4164612116440637
1,0.8612382807411664
0,0.28820252599844737
0,0.5055964841014239
0,0.27844673550553983
1,0.9486634422361415
1,0.8507766892694096
1,0.7148537149757281
0,0.4364369601305086
0,0.43714828799300703
1,0.7834216131727375
1,0.8210313333106931
0,0.23356324611567436
1,0.7563135902736084
0,0.24913647621816074
1,0.7852420029469346
0,0.4340282138171669
1,0.255782398336684
1,0.7067564135890152
1,0.8169510636369037
1,0.5562937802663752
1,0.4433782557017897
1,0.8487085707857797
1,0.7398255410662005
0,0.44267429984482987
0,0.4254659699089782
1,0.7970850391528223
1,0.5698271672796762
0,0.08191265139944798
0,0.3685994871660081
1,0.8212999015845658
1,0.8518471238253416
1,0.9401385982774114
1,0.370210065658767
1,0.733501555433772
0,0.27910860293848777
0,0.17513521227188156
1,0.8199050821143395
1,0.7570025627442648
0,0.6987995337531248
1,0.7052237714623816
0,0.5049490409850708
1,0.7919791746991193
1,0.7252155994989345
1,0.6293161999313717
1,0.5029168828539077
1,0.7431686692827632
1,0.7745091583697169
0,0.0926964949002751
1,0.889092382453635
0,0.6359153667999486
1,0.9443524327013567
1,0.8773728285733879
1,0.6552854379635782
1,0.6011837005216744
0,0.3493401510439137
1,0.5040187301765543
1,0.7648244875161428
0,0.5550039905194467
1,0.7210947827384728
1,0.5340733114707163
0,0.4927684216465249
1,0.6419462881189155
1,0.8304216175681346
1,0.6861610393400926
1,0.7772762428191178
1,0.7317138869644635
1,0.6338315100260535
1,0.5699543195647829
0,0.7263503329156247
0,0.29297132706739193
1,0.9004229467351064
0,0.4563457814893535
0,0.5272026137022223
0,0.6334705572618945
0,0.4759758838783537
1,0.84723693830884
0,0.10725208776538553
0,0.2546207870076254
1,0.8071831076251061
1,0.7848971433636488
0,0.4632455360437103
1,0.9092819092341977
1,0.7728882851238026
1,0.6544634895967674
1,0.42287600554744353
1,0.9199816477975535
1,0.7372623763261558
1,0.7944345350533778
0,0.2750980856006595
0,0.4511916350089629
1,0.7556186332963394
0,0.3801153158599936
1,0.8649678576667268
0,0.6030696364668996
1,0.8419161094364505
1,0.8700401809558476
0,0.4998494537302676
0,0.30952749385318734
0,0.45750927865704133
1,0.7431339370251058
1,0.4790092115315186
1,0.7522271983349451
1,0.810374246499564
0,0.27661336785410495
1,0.6713913708520266
1,0.46954616728862153
1,0.810518841210099
1,0.7243751846874343
1,0.7880238038990043
0,0.40404641165386024
0,0.1336602090446523
1,0.8039019478524119
1,0.8118935638568382
1,0.7901641210183517
0,0.33514943491028165
1,0.5751831093912172
1,0.8146691568082581
1,0.6909754499070868
0,0.5307270001555815
1,0.8758741420803976
1,0.8184388872896587
0,0.15953606842152174
1,0.7689214359753229
1,0.8737446018992493
0,0.2752183832009048
0,0.3214051467191748
0,0.5441143528349919
1,0.7351658299842763
1,0.7360154379284521
1,0.5802682366703534
0,0.11806010199850805
1,0.8706153262069433
0,0.21676788573843642
1,0.8322243314693863
0,0.2986416294345697
1,0.6017977706023822
0,0.3690617919822115
1,0.5769816563323258
1,0.6216912581867782
1,0.8724674626683505
0,0.11640881498430969
0,0.1784229869760252
0,0.5181509401438119
1,0.6118389116159417
0,0.35140545812555257
1,0.5696437033236328
1,0.631531840060979
1,0.8660166794472953
0,0.5550411650023854
0,0.07850767313127918
1,0.5969360838098882
0,0.34632647727780475
1,0.6588953602255271
1,0.8659329545448903
0,0.45217289439312963
0,0.17153456250241328
1,0.7053115136695205
0,0.5915813053756258
0,0.3572228658301182
1,0.8535551333509589
0,0.15311383563715797
1,0.7986566413122288
0,0.6951756172756534
1,0.5381148806680129
1,0.8739627915170469
0,0.4394782672564302
0,0.2136002905542717
1,0.6849545898964574
1,0.8755750551816478
1,0.7509960559108112
1,0.671810332460703
0,0.24575211902011718
0,0.27076057680689347
0,0.1613181735975329
1,0.9401893535688676
0,0.40583239713297203
1,0.7334023312532381
1,0.7388766253587604
0,0.4406889576915775
1,0.5872833464219613
0,0.16057881056997714
1,0.8333824576728167
0,0.1323880093521827
0,0.28565772054719424
0,0.14490020929582312
1,0.7570942608578731
1,0.594454090839636
1,0.8698836126153848
1,0.8663460225523323
1,0.7179576441040839
0,0.4823786187396804
1,0.4990811810356689
0,0.271882313373976
0,0.28152441489686986
1,0.906454093548324
1,0.6351695695077846
1,0.7220919934335741
1,0.7107129471120629
1,0.41785724976120103
1,0.4783771506349341
1,0.8291581130725618
1,0.9223304248097421
0,0.40430078771133954
0,0.3754765571159479
0,0.4027101245311437
0,0.3274640939962517
1,0.9027053814275278
1,0.8692686569987781
1,0.6908473057462455
0,0.6633422227865193
1,0.6197598759845506
1,0.42981406029316255
1,0.7981103634784268
0,0.1697378462380878
0,0.14497745149256883
1,0.7673656315704206
1,0.752612472435188
1,0.6472408597484575
0,0.3728765883198835
0,0.33369029774958536
0,0.6106300121869399
0,0.2864440675310243
0,0.3467134053283481
1,0.6386929719670618
0,0.062259706600171945
0,0.410585880675748
1,0.7384040887345267
0,0.2687092643989059
0,0.3608185252627419
1,0.6843933745652813
0,0.3209286902108212
0,0.4390448141814084
1,0.8227225746114071
1,0.5187694419589568
0,0.5584618418049315
1,0.6381420333049238
1,0.4223163718231283
1,0.8713050914942128
1,0.8256932855375501
1,0.7238871377613517
0,0.597680788692721
1,0.7603533720400432
0,0.1530982846303653
0,0.4654342533147766
1,0.8520818719349205
0,0.3346155185845378
1,0.8716723867086735
0,0.4598748706122559
1,0.7198261760675005
1,0.6469894333794735
0,0.4587888556287781
1,0.5854269618215321
1,0.7909612618915612
0,0.36447722980849506
1,0.5744357182118545
0,0.42108074396591744
0,0.3660532603587781
1,0.8087122252934752
0,0.3428670874397405
0,0.547794012201679
0,0.25742305366207097
0,0.1496077829932635
0,0.18007231213933705
1,0.4593399158585122
0,0.3091656405599557
0,0.10668064770981568
1,0.7222132716395008
1,0.6835999984960973
1,0.6717391874558906
0,0.3054069463274359
1,0.8805635124065496
0,0.21487774873701013
0,0.15174993260026728
0,0.15836950591668345
1,0.5851018222837826
0,0.5543043263854199
0,0.7363457990592479
1,0.7894734615872683
0,0.5174388847882336
0,0.573773027289494
1,0.9296323348032621
0,0.3959894319790104
1,0.9036455004032677
1,0.5773834821338226
1,0.8371065688009064
1,0.7705986646915196
1,0.5590637986789574
1,0.43451723419606764
0,0.4026592418343764
0,0.5779571499544217
0,0.1969824732007576
1,0.6877168731857628
0,0.603188974152494
1,0.8535441805900009
0,0.15029175068537004
1,0.5953824856042444
1,0.8888805637505907
1,0.6613131737610597
1,0.7326297420185341
1,0.9313063402867389
0,0.4562870120259088
0,0.21055062164128044
0,0.2509131111204724
1,0.7968609252555333
1,0.6819848336682547
1,0.9264281461329918
0,0.5102976767198776
1,0.591835393071388
1,0.6827605088415232
1,0.7657626569372212
1,0.7355266851643131
0,0.4486783165743823
1,0.5256922227829653
0,0.3575222065969222
0,0.7232314828464723
0,0.378373546828711
1,0.8718881835253679
0,0.33966527964998294
1,0.7062481638969021
0,0.7042825568694755
1,0.96282602371107
0,0.24636131805858938
0,0.28300333423703433
1,0.7906499453276752
1,0.8444184399047469
1,0.8024166867768479
1,0.7934058268399821
0,0.4905479846578774
0,0.08342753474328236
0,0.42518849141108583
0,0.20808805061762034
0,0.08699874266995537
0,0.1862661644233377
0,0.13798508154069694
0,0.46075726293115765
1,0.8130271208904316
1,0.7651632885524241
1,0.7751500881503349
0,0.1805015645471486
0,0.578791651766226
1,0.8112204419602511
1,0.9074604857195802
0,0.25424798221391265
0,0.16161374652221733
1,0.6689101508601827
0,0.4258206332518712
0,0.1436200242124604
1,0.7308544180910652
1,0.6269677094141591
1,0.4149884523944844
1,0.580997979124744
1,0.8650039538886198
1,0.6868073400312147
1,0.8440116978591476
0,0.15555817110472275
1,0.9324714433108505
1,0.6883872730958541
0,0.07374423922015992
1,0.7725252346613771
1,0.6719009565552625
1,0.7942164300702889
1,0.7219774395489054
1,0.8156312107790659
1,0.6177320045803005
0,0.27017875519497364
1,0.39756695166585954
0,0.3872487020793429
1,0.706208642290573
1,0.4848538490126842
1,0.6579095671510685
1,0.43408640961195855
1,0.6512273053184954
1,0.8987486619797584
0,0.5759425567491218
0,0.1809193685191774
0,0.4057677265552037
0,0.5767315893697706
1,0.8696950624097997
1,0.5505640117845182
0,0.4947961859547633
0,0.21313227056394918
1,0.8583899671925197
0,0.25742835627542654
0,0.5599811312819757
1,0.7679076064183519
0,0.08327433755517882
1,0.7889733461970837
0,0.15117766051573567
0,0.4914073189979593
1,0.8263814123260795
1,0.8968798575951863
1,0.3827369466368198
0,0.40288131903294566
0,0.4567050249201019
1,0.8470615207261133
0,0.1660040202089015
0,0.2626708146472431
0,0.40969653515280285
1,0.8633917275555363
0,0.40737650314382373
1,0.7258208261710677
1,0.6830539051424487
0,0.3726429269532022
0,0.47373357799494753
0,0.25318252513616496
1,0.8998827965595275
0,0.7023897892008447
1,0.8975918980454842
1,0.6658509103383965
1,0.6284060524851931
0,0.49229604913017594
1,0.5145519069485395
1,0.669610845202792
1,0.6841161317016625
1,0.8691441124628674
0,0.43479965048408287
1,0.5926352080152139
0,0.14108775978920585
0,0.24606566315098083
0,0.13096179924286436
